3.980000E+002;0.000000E+000
4.020000E+002;0.000000E+000
4.060000E+002;0.000000E+000
4.100000E+002;0.000000E+000
4.140000E+002;0.000000E+000
4.180000E+002;0.000000E+000
4.220000E+002;0.000000E+000
4.260000E+002;0.000000E+000
4.300000E+002;0.000000E+000
4.340000E+002;0.000000E+000
4.380000E+002;0.000000E+000
4.420000E+002;0.000000E+000
4.460000E+002;0.000000E+000
4.500000E+002;1.339333E-002
4.540000E+002;1.125490E-002
4.580000E+002;6.302744E-003
4.620000E+002;1.451882E-002
4.660000E+002;1.508157E-002
4.700000E+002;1.260549E-002
4.740000E+002;1.384353E-002
4.780000E+002;1.080470E-002
4.820000E+002;1.260549E-002
4.860000E+002;1.193019E-002
4.900000E+002;1.474392E-002
4.940000E+002;1.676980E-002
4.980000E+002;2.149686E-002
5.020000E+002;2.656156E-002
5.060000E+002;3.196391E-002
5.100000E+002;3.387725E-002
5.140000E+002;3.522784E-002
5.180000E+002;3.894195E-002
5.220000E+002;3.657842E-002
5.260000E+002;4.254352E-002
5.300000E+002;4.693293E-002
5.340000E+002;5.458627E-002
5.380000E+002;5.458627E-002
5.420000E+002;6.381528E-002
5.460000E+002;7.957214E-002
5.500000E+002;8.407410E-002
5.540000E+002;8.981410E-002
5.580000E+002;9.938077E-002
5.620000E+002;1.117612E-001
5.660000E+002;1.229035E-001
5.700000E+002;1.503655E-001
5.740000E+002;1.563306E-001
5.780000E+002;1.239164E-001
5.820000E+002;1.048957E-001
5.860000E+002;9.003920E-002
5.900000E+002;7.473253E-002
5.940000E+002;5.267293E-002
5.980000E+002;3.151372E-002
6.020000E+002;2.599882E-002
6.060000E+002;2.183451E-002
6.100000E+002;2.633647E-002
6.140000E+002;3.894195E-002
6.180000E+002;8.092273E-002
6.220000E+002;1.808662E-001
6.260000E+002;2.195831E-001
6.300000E+002;2.074278E-001
6.340000E+002;2.217215E-001
6.380000E+002;2.010125E-001
6.420000E+002;1.406863E-001
6.460000E+002;5.627450E-002
6.500000E+002;2.836235E-002
6.540000E+002;1.350588E-002
6.580000E+002;1.541921E-002
6.620000E+002;1.091725E-002
6.660000E+002;1.249294E-002
6.700000E+002;1.992117E-002
6.740000E+002;2.397294E-002
6.780000E+002;3.331450E-002
6.820000E+002;4.355646E-002
6.860000E+002;7.371960E-002
6.900000E+002;1.171635E-001
6.940000E+002;1.513784E-001
6.980000E+002;2.046141E-001
7.020000E+002;2.510968E-001
7.060000E+002;3.032070E-001
7.100000E+002;4.330886E-001
7.140000E+002;4.878999E-001
7.180000E+002;3.752384E-001
7.220000E+002;3.048953E-001
7.260000E+002;2.580748E-001
7.300000E+002;1.908831E-001
7.340000E+002;1.322451E-001
7.380000E+002;7.900940E-002
7.420000E+002;5.267293E-002
7.460000E+002;3.736627E-002
7.500000E+002;3.804156E-002
7.540000E+002;4.468196E-002
7.580000E+002;5.087215E-002
7.620000E+002;4.918391E-002
7.660000E+002;4.479450E-002
7.700000E+002;4.231843E-002
7.740000E+002;3.252666E-002
7.780000E+002;1.845804E-002
7.820000E+002;1.114235E-002
7.860000E+002;7.878430E-003
7.900000E+002;4.614509E-003
7.940000E+002;4.614509E-003
7.980000E+002;3.826666E-003
8.020000E+002;4.051764E-003
8.060000E+002;2.250980E-003
8.100000E+002;2.250980E-003
8.140000E+002;1.012941E-003
8.180000E+002;1.012941E-003
8.220000E+002;1.350588E-003
8.260000E+002;1.125490E-003
8.300000E+002;1.012941E-003
8.340000E+002;1.125490E-003
8.380000E+002;3.151372E-003
8.420000E+002;2.701176E-003
8.460000E+002;3.826666E-003
8.500000E+002;3.601568E-003
8.540000E+002;4.389411E-003
8.580000E+002;3.939215E-003
8.620000E+002;4.389411E-003
8.660000E+002;4.051764E-003
8.700000E+002;3.038823E-003
8.740000E+002;2.701176E-003
8.780000E+002;1.575686E-003
8.820000E+002;2.363529E-003
8.860000E+002;2.250980E-004
8.900000E+002;1.913333E-003
8.940000E+002;1.463137E-003
8.980000E+002;1.463137E-003
